post_query,message_channel_name,channel_title,post_id,telegram_post_id,message_user_id,date,text,post_validation_status,post_url,caption,message_views_count,message_forwards,message_reactions,message_reply_to,forward_from,message_entities,message_has_photo,message_has_video,message_has_document,post_author,message_edit_date,message_media_group_id
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22106,1646885539,-1001646885539,2026-02-10T01:17:23Z,"**O Parlamento da Venezuela adiou nesta segunda-feira (9) a sessão prevista para amanhã, na qual era esperada a aprovação da lei de anistia, que, em teoria, permitirá a libertação de todos os presos políticos, enquanto o país sul-americano sofre forte pressão de Washington.**  **Saiba mais: ****https://jovempan.com.br/noticias/mundo/parlamento-da-venezuela-adia-sessao-para-aprovar-lei-de-anistia.html**",FLAGGED,https://t.me/oficialjpnews/22106,,2683,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=34, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=16, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=7, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3936B510>, <telethon.tl.types.MessageEntityBold object at 0x0000021D3936A850>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39369150>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39368850>]",TRUE,FALSE,FALSE,,2026-02-10T01:19:11Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22107,1646885539,-1001646885539,2026-02-10T09:17:42Z,"O requerimento de urgência foi apresentado pelo deputado federal Mário Heringer (PDT-MG) e aprovado por 337 votos favoráveis e 19 contrários. Médico de formação, o parlamentar afirmou que a adoção do medicamento pelo sistema público pode gerar economia de cerca de R$ 70 bilhões aos cofres públicos.  **Saiba mais:** https://jovempan.com.br/saude/camara-aprova-urgencia-para-analisar-pl-de-quebra-de-patente-do-mounjaro.html",FLAGGED,https://t.me/oficialjpnews/22107,,2657,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=36, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D39369290>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39368750>]",TRUE,FALSE,FALSE,,2026-02-10T09:19:26Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22108,1646885539,-1001646885539,2026-02-10T10:19:47Z,"No dia 5 deste mês, Moraes deu prazo de 15 dias para que as imagens e as câmeras corporais utilizadas pelos policiais sejam entregues à PF, que deverá apresentar os laudos do trabalho realizado.  **Saiba mais:** https://jovempan.com.br/noticias/politica/rj-pede-ao-stf-mais-prazo-para-entregar-imagens-da-operacao-contencao.html",FLAGGED,https://t.me/oficialjpnews/22108,,2635,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=48, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D392A0190>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392A21D0>]",TRUE,FALSE,FALSE,,2026-02-10T10:21:14Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22109,1646885539,-1001646885539,2026-02-10T11:27:36Z,"À pessoas próximas, Tarcísio contou que respondeu que tinha preferência em permanecer em São Paulo, disputando a reeleição ao Palácio dos Bandeirantes. Entre os fatores que justificaram a decisão, o governador afirmou que tem um projeto de longo prazo para o Estado, com obras e entregas e que a família, especialmente os filhos, estavam bem adaptados no Estado.  **Saiba mais: **https://jovempan.com.br/opiniao-jovem-pan/comentaristas/beatriz-manfredini/a-conversa-entre-tarcisio-e-bolsonaro-que-ajudou-a-definir-a-reeleicao.html",FLAGGED,https://t.me/oficialjpnews/22109,,2734,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=64, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D392A17D0>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392A1710>]",TRUE,FALSE,FALSE,,2026-02-10T11:35:39Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22110,1646885539,-1001646885539,2026-02-10T12:15:58Z,"O material coletado confirmou, de forma consistente, um padrão de abuso sexual envolvendo meninas adolescentes, além de um mecanismo de recrutamento que incluía pagamentos e promessas de benefícios.  **Saiba mais:** https://jovempan.com.br/opiniao-jovem-pan/comentaristas/eliseu-caetano/fbi-conclui-que-epstein-nao-comandava-rede-de-trafico-sexual-para-homens-poderosos.html",FLAGGED,https://t.me/oficialjpnews/22110,,2705,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=33, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🥱'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D39474590>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39477ED0>]",TRUE,FALSE,FALSE,,2026-02-10T12:20:25Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22111,1646885539,-1001646885539,2026-02-10T13:05:41Z,"**Tutoriais mostrando como fabricar bombas caseiras ligaram alerta nos investigadores. “Ficou muito claro que estava prestes a acontecer”, disse à Jovem Pan, sob anonimato, um agente que participou da operação no último dia 2. ** **Saiba mais: ****https://jovempan.com.br/noticias/brasil/estava-prestes-a-acontecer-os-bastidores-da-acao-que-impediu-ataque-na-paulista.html**",FLAGGED,https://t.me/oficialjpnews/22111,,2752,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=31, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=5, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D393527D0>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39353650>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39350D50>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39350DD0>]",TRUE,FALSE,FALSE,,2026-02-10T13:17:39Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22112,1646885539,-1001646885539,2026-02-10T17:55:38Z,"A Policia Federal, junto a Receita Federal e a Controladoria Geral da União (CGU), deflagaram nesta terça-feira (10) uma operação contra fraudes em farmácias beneficiadas pelo programa Farmácia Popular. A ação, chamada “Over the Couter” (“sobre o balcão”, em inglês), foi autorizada pela 2ª Vara Federal de Dourados (MS)  Saiba mais: https://jovempan.com.br/noticias/brasil/pf-faz-operacao-contra-desvios-no-programa-farmacia-popular-em-quatro-estados.html",FLAGGED,https://t.me/oficialjpnews/22112,,2624,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=39, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=10, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x0000021D392C0E50>],TRUE,FALSE,FALSE,,2026-02-10T18:07:20Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22113,1646885539,-1001646885539,2026-02-10T18:54:35Z,"O presidente da Câmara dos Deputados, Hugo Motta (Republicanos-PB), afirmou nesta terça-feira (10), que uma candidatura à Presidência do governador de São Paulo, Tarcísio de Freitas (Repúblicanos), “está cada vez mais distante”.  Saiba mais: https://jovempan.com.br/noticias/politica/candidatura-de-tarcisio-e-cada-vez-mais-distante-diz-motta.html",FLAGGED,https://t.me/oficialjpnews/22113,,2520,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=30, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=21, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤷\u200d♂'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x0000021D392C2AD0>],TRUE,FALSE,FALSE,,2026-02-10T18:57:56Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22114,1646885539,-1001646885539,2026-02-10T19:31:37Z,"Um homem de 72 anos foi preso após matar cinco pessoas dentro de um centro para deslocados internos na região de Rivne, no oeste da Ucrânia, nesta terça-feira (10). Segundo as autoridades, ele usou um machado e um martelo durante o ataque.  **Saiba mais: **https://www.instagram.com/p/DUlXc7bChQj/",FLAGGED,https://t.me/oficialjpnews/22114,,2342,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=34, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3941F510>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D3941D250>]",TRUE,FALSE,FALSE,,2026-02-10T19:31:56Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22115,1646885539,-1001646885539,2026-02-10T20:00:53Z,"A ministra-chefe da Secretaria de Relações Institucionais, Gleisi Hoffmann, defendeu rapidez para a conclusão do debate sobre a redução da jornada de trabalho, nesta terça-feira (10). As declarações ocorreram durante uma sessão solene na Câmara dos Deputados em homenagem aos 46 anos de fundação do Partido dos Trabalhadores.  **Saiba mais:** https://jovempan.com.br/noticias/politica/gleisi-pede-que-a-camara-trate-com-rapidez-o-debate-da-escala-6x1.html",FLAGGED,https://t.me/oficialjpnews/22115,,2274,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=49, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=30, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=15, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3941E510>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D3941E150>]",TRUE,FALSE,FALSE,,2026-02-10T20:01:28Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22116,1646885539,-1001646885539,2026-02-10T20:31:03Z,"O ex-vereador Carlos Bolsonaro (PL-SC) disse nesta terça-feira (10) que a defesa vai protocolar novo pedido para o ex-presidente ficar em prisão domiciliar. Por meio de publicação em seu perfil no X (ex-Twitter), o segundo filho do capitão da reserva argumentou se “tratar de uma medida humanitária, necessária e juridicamente amparada”.  **Saiba mais:** https://jovempan.com.br/noticias/politica/defesa-de-bolsonaro-vai-fazer-novo-pedido-de-prisao-domiciliar-diz-carlos.html",FLAGGED,https://t.me/oficialjpnews/22116,,2220,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=65, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🥱'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3933A9D0>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39339250>]",TRUE,FALSE,FALSE,,2026-02-10T20:41:54Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22117,1646885539,-1001646885539,2026-02-10T21:01:16Z,"A oposição ao governo do presidente Luiz Inácio Lula da Silva (PT) ingressou com duas ações na Justiça para tentar barrar o desfile da escola de samba Acadêmicos de Niterói, cujo enredo neste Carnaval aborda a trajetória do presidente. O senador Bruno Bonetti (PL-RJ) e o deputado Anderson Moraes (PL-RJ) protocolaram nesta segunda-feira, 9, uma ação popular na Justiça Federal, enquanto o Partido Novo apresentou nesta terça-feira, 10, uma representação no Tribunal Superior Eleitoral (TSE).  **Saiba mais:** https://jovempan.com.br/noticias/politica/oposicao-aciona-justica-e-tse-para-barrar-desfile-de-carnaval-que-homenageia-lula.html",FLAGGED,https://t.me/oficialjpnews/22117,,2243,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=55, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=27, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=16, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3933A350>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39339210>]",TRUE,FALSE,FALSE,,2026-02-10T21:02:46Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22118,1646885539,-1001646885539,2026-02-10T21:31:23Z,"O presidente do PL, Valdemar Costa Neto, reconheceu a dificuldade de alinhamento com Gilberto Kassab, líder do PSD, diante da decisão do partido de não abrir mão de lançar um candidato próprio à Presidência da República.  **Saiba mais:** https://jovempan.com.br/noticias/politica/dificil-cada-um-tem-seus-interesses-diz-valdemar-sobre-alinhamento-com-kassab.html",FLAGGED,https://t.me/oficialjpnews/22118,,2329,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=38, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😴'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D39338490>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D3933A810>]",TRUE,FALSE,FALSE,,2026-02-10T21:32:10Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22119,1646885539,-1001646885539,2026-02-10T22:00:51Z,"Mesmo após a morte de Jeffrey Epstein, em 2019, o nome do financista americano continua reaparecendo como um fantasma incômodo nos corredores do poder, da política e do entretenimento mundial. E, recentemente, uma nova leva de documentos e depoimentos voltou a jogar luz sobre um dos escândalos mais perturbadores das últimas décadas.  **Saiba mais:** https://jovempan.com.br/noticias/mundo/entenda-o-caso-epstein-o-escandalo-e-as-revelacoes-mais-recentes.html",FLAGGED,https://t.me/oficialjpnews/22119,,2409,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=33, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=13, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D392BE990>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392BE0D0>]",TRUE,FALSE,FALSE,,2026-02-10T22:10:07Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22120,1646885539,-1001646885539,2026-02-10T22:43:42Z,"**A ministra-chefe da Secretaria de Relações Institucionais, Gleisi Hoffmann, defendeu rapidez para a conclusão do debate sobre a redução da jornada de trabalho, nesta terça-feira (10). As declarações ocorreram durante uma sessão solene na Câmara dos Deputados em homenagem aos 46 anos de fundação do Partido dos Trabalhadores.**  **Saiba mais: ****https://jovempan.com.br/noticias/politica/gleisi-pede-que-a-camara-trate-com-rapidez-o-debate-da-escala-6x1.html**",FLAGGED,https://t.me/oficialjpnews/22120,,2343,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=60, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=20, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3929A650>, <telethon.tl.types.MessageEntityBold object at 0x0000021D392BED50>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D392BEED0>, <telethon.tl.types.MessageEntityBold object at 0x0000021D392BDBD0>]",TRUE,FALSE,FALSE,,2026-02-10T22:44:14Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22121,1646885539,-1001646885539,2026-02-10T23:00:53Z,"**O governador Tarcísio de Freitas sancionou nesta terça-feira (10) a lei que autoriza o sepultamento de cães e gatos em jazigos familiares no estado de São Paulo. Conhecido como ""Projeto Bob Coveiro"", o texto reconhece oficialmente o forte vínculo afetivo entre humanos e animais de estimação.**  **Saiba mais: ****https://www.instagram.com/p/DUlr0vkEqVb/**",FLAGGED,https://t.me/oficialjpnews/22121,,2466,3,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=54, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤷\u200d♂'), count=15, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🍾'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🥱'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D39298CD0>, <telethon.tl.types.MessageEntityBold object at 0x0000021D3929B310>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D3929A590>, <telethon.tl.types.MessageEntityBold object at 0x0000021D3929B910>]",TRUE,FALSE,FALSE,,2026-02-10T23:05:37Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22122,1646885539,-1001646885539,2026-02-11T00:15:10Z,"**Congressistas do Partido Republicano pediram nesta terça-feira à Comissão Federal de Comunicações (FCC) dos Estados Unidos que multem e prendam Bad Bunny e executivos da NFL e da rede de televisão “NBC”, argumentando que o show do intervalo do Super Bowl incluiu palavrões e “depravações indizíveis”.**  **Saiba mais: ****https://jovempan.com.br/noticias/mundo/republicanos-pedem-prisao-de-bad-bunny-por-show-no-super-bowl.html**",FLAGGED,https://t.me/oficialjpnews/22122,,2440,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=71, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D3929A290>, <telethon.tl.types.MessageEntityBold object at 0x0000021D3929ABD0>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D3929AE90>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39298BD0>]",TRUE,FALSE,FALSE,,2026-02-11T00:16:36Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22123,1646885539,-1001646885539,2026-02-11T01:05:45Z,"**Uma briga registrada durante o pré-Carnaval de São Luís (MA) acabou ganhando grande repercussão nas redes sociais e chamou a atenção de quem acompanhava a folia. O episódio aconteceu em um camarote de luxo montado na Avenida Litorânea, um dos principais pontos da programação carnavalesca da capital maranhense.**  **Saiba mais: ****https://www.instagram.com/p/DUmGH5FgjgU/**",FLAGGED,https://t.me/oficialjpnews/22123,,2482,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=30, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=16, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🙉'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😨'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D394811D0>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39482010>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D394839D0>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39481290>]",TRUE,FALSE,FALSE,,2026-02-11T01:06:40Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22124,1646885539,-1001646885539,2026-02-11T02:34:36Z,"**Olá, boa noite! 🌙**   **🏠 Defesa de Bolsonaro vai fazer novo pedido de prisão domiciliar, diz Carlos: ****https://tinyurl.com/59wz4yfy**  **🗳️ Motta diz que pretende votar em maio PEC que acaba com a jornada 6×1: ****https://tinyurl.com/3rhbt2nc**  **🗣️ Macron ataca acordo UE-Mercosul: ‘Ruim, antigo e mal negociado’: ****https://tinyurl.com/y3pwh7bc**  **🇧🇷 Planalto articula troca de relator do PL Antifacção para garantir digital do governo na proposta:  ****https://tinyurl.com/hvz9nfvy**",FLAGGED,https://t.me/oficialjpnews/22124,,2611,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=36, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x0000021D39480990>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39483610>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39482290>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39480210>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39480BD0>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39480C10>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39481B50>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39481B90>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39483A10>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39480F90>, <telethon.tl.types.MessageEntityBold object at 0x0000021D39483190>, <telethon.tl.types.MessageEntityUrl object at 0x0000021D39483690>, <telethon.tl.types.MessageEntityBold object at 0x0000021D394825D0>]",TRUE,FALSE,FALSE,,2026-02-11T02:48:37Z,
