post_original_id,video_transcription
7605388864655494420,"E o Lula manifestou uma outra coisa também, sobre código de ética e tal. Ele disse ver, até onde sei, com preocupação, que esse debate esteja assim... Ele acha, mas isso não é ele que decide, que é inoportuno, e com isso eu concordo, fazer esse debate agora, em ano eleitoral, parecendo que existem os éticos e os não éticos. Do Supremo. Acho que foi uma imprudência, e é imprudente a forma como o Fachin, isso aqui não é exame de mérito sobre a proposta. Acho que fica parecendo que é uma pressão externa sobre o tribunal, o que obviamente não é bom e não adianta com isso, eu não vou condescender. Com o tribunal que salvou a democracia brasileira. Isso dá a ele qualquer, pode fazer o que bem entende? Não, não pode fazer o que bem entende. Mas também não vai ser controlado a partir de pressões de muitos, que também estão inconformados com decisões do tribunal. Sejam golpistas, sejam outros que são apenas negocistas. Obrigado. Até a próxima. Obrigado. E aí E aí E aí E aí E aí E aí"
7605369498748833045,"em vez de ficar fazendo um debate meramente ideológico. O debate meramente ideológico de um lado, que é absurdo! Querem você, olha aí, não querem ninguém trabalhando. Quer ter essa gente, essa gente que vai pro Congresso, vota contra remédio mais barato, vota contra tudo. Tudo que lembrar algum benefício. Pra pobre eu sou contra, demagogia, porque eu não sei o que é. Essa gente asquerosa que se pudesse, reinstauraria a escravidão no país. Então você tem desde essa posição que é meramente ideológica até a outra. Pelo fim da escravidão! Então não, não tem, não é escravidão. Precisa pensar. E que se danem os empresários que só têm costas, que só querem explorar. Nada disso ajuda. Aí vai o Edinho, presidente do PT, um partido esquerdo, e põe a bola no chão. Em vez de matar de canela. Eu gosto de pensamento que tem estrutura, que tem ossatura. E não tem nada a ver com posição ideológica e tal. Eu gosto de gente que pensa direito, mesmo quando não pensa o que eu penso. Veja que isso aqui é uma declaração matizada. Olha, já tem quem não cumpra. Então quando a gente fala do fim da escala, já não estamos falando de todo mundo. Já hoje. Mas aqueles que a depender do trabalho em razão da informalidade, isso nem se coloca. Não é? Porque o problema aí, o buraco é ainda mais embaixo. E há os setores específicos em que isso pode ser um problema. em sendo um problema, como é que a gente trata desse problema? Ja, então,Fão relied"
7605028264654179604,"E aí, o Lula ali, na verdade ele fez uma anedota que ela é duplamente esperta, mas a conclusão é impagável. Vai lá, do que é que eu estou falando, vai. No evento, o presidente brincou que se Trump soubesse que o Brasil também tem sangue de lampião, talvez não fosse tão valente. Diz que não é doido de querer briga com Trump e fez uma das melhores anedotas políticas dos últimos tempos. Se o Trump conhecesse, sabe, o que é a sanguinidade de lampião no presidente, ele não ficaria provocando a gente. Porque ele sabe que a briga do Brasil com ele, não adianta ficar falando na televisão, eu tenho o maior navio de guerra, eu tenho, sabe, o maior submarino do mundo. Eu tenho um avião, um navio que é 100 vezes mais importante do que da sua vida. Eu não quero briga com ele, eu sou doido. Vai que eu brigo e eu ganho, o que é que eu vou fazer? É que... Então... É genial. Primeiro do lampião, das nossas coisas, evidentemente uma graça. Aí vai assim, vai que eu brigo e eu ganho. É claro que isso é impossível, né? Seria impossível, qualquer máquina de guerra. Mas aí ele torna o impossível engraçado. E se eu ganho, eu faço o quê? Você imaginou, vai bem. Então assim, não é isso que eu quero, meu campo não é esse. Assim, não é? Né? Estamos aqui na relação. Atual eyelid. Então... Antes... Wort Eisen."
7605016949847903509,"E você que acompanha esse programa sabe as vezes em que eu fiz brincadeira com isso aqui. Com a bola de cristal que eu chamo o nosso ovo de cristal, né? Do ponto de vista da iluminação do ovo, é claro. E aí o Lula lembrou dos resultados econômicos do governo e os mercados erraram mesmo. Erraram mesmo. Aliás, hoje vocês vão ver o quanto. Ainda mais. Aconteceu o que se imaginava que ia acontecer? Aliás, a gente tem os números da economia aí. O que aconteceu hoje com o dólar, por exemplo? O dólar encerrou o dia no menor patamar, em quase 21 meses, cotado a 5,18. Em desvalorização de 0,62%, menor patamar desde maio de 2024. Já o Ibovespa, principal índice da Bolsa Brasileira, avançou 1,80%. Aos 186.241 pontos atingiu um novo recorde de fechamento no ano. O dólar despencou 5,48%. O Ibovespa, em 2026, já acelerou 13,54%. Enquanto isso, a extrema-direita está bombardeando o Tarcísio aqui. O Tarcísio que até ontem... Ah, e o pré-presidente do Brasil, o pré-presidente do colunismo, nem-nem, o pré-presidente do colunismo contra a polarização, como se o Tarcísio fosse de centro, né? Está aí. Agora está brigando. A bancada da bala está pegando no pé dele. Não sei o quê, porque demitiu, não sei o que lá. Mas depois do chão, nós vamos ver. Jetzt come anotar para lá. E waar? O kano o eruption, ó o varieties do do Grab. O forwardkum..."
7605001745101507860,"Estou colocando a música em homenagem às eleições em Portugal. Porque eu não estou a brincar. Eles não vão entrar mesmo. E eu garanto-vos que se for primeiro-ministro, o senhor Lula da Silva ficará no aeroporto e não entrará aqui no aeroporto de Lisboa. O candidato socialista se elegeu com 66,7% dos votos, derrotando o André Ventura, o candidato do Chega, candidato da extrema-direita, que ficou com 33,3% dos votos. Enfim, um resultado extraordinário para Portugal, porque, afinal de contas, havia ali o temor de que a extrema-direita... Na verdade, a extrema-direita tem mais ou menos esse tamanho na Europa toda. Mas o problema é que a direita democrática morreu. Tem morrido em países europeus. Tem encontrado muitas dificuldades. E aí, sim. Então, um resultado glorioso para Portugal. Que, pelo menos, não vai entrar nessa onda. E aí, sim."
7606477124794453265,"gente viu aí nessa nota, é algo muito preocupante. Eu vou ler exatamente o que está escrito ali, uma nota dos dez outros ministros do STF em que eles expressam nesse ato apoio pessoal ao excelentíssimo ministro Dias Toffoli respeitando a dignidade de sua excelência, bem como a inexistência de suspeição ou de impedimento. Aí o blá blá da nota continua, eles reconhecem todos os A praticados por Toffoli até ali e dizem que o ministro pediu para que o processo fosse redistribuído e eles aceitaram. É uma palhaçada, como mostram os bastidores, simplesmente os desmandos do Toffoli, todas as descobertas da Polícia Federal, de que de fato ele recebeu recursos da empresa, do primo ali, do Zettel, do Vorcaro, ele é um dos sócios da média de participações que tinha ali, dentre outros ativos, o resort Tayaya. Então tudo aquilo que a gente sabia, ele por tudo isso, deveria ter se dito suspeito desde o início e não ter ficado com esse caso. É um absurdo esse tipo de nota, porque no fundo, para defender o colega, eles jogam na lama toda a reputação do STF, que já está na lama há muito tempo. Mas, bem ou mal, todos os dias eles têm alguma chance de fazer alguma coisa boa para reparar esse absurdo. Uma instituição completamente falida, que caiu no descrédito por conta de ações como essas do ministro Dias Toffoli."
7606386248802028817,"Dessa vez, está na mão, de fato, do ministro André Mendonça fazer a diferença, resgatar, sim, a credibilidade do Supremo Tribunal Federal. A escolha do André Mendonça me anima, porque dentre os 11, para mim, é o menos parcial. Assim, ele tem demonstrado nos seus julgamentos até agora, inclusive na CPMI do INSS, que pôde realizar vários atos ali, porque o ministro permitiu. Então, eu vejo isso com bons olhos. Agora, dito isso, essa nota que eles soltaram em conjunto já me deixa com o pé atrás, porque ele ter assinado junto essa nota é bastante suspeito, porque essa nota, dando apoio pessoal ao Dias Toffoli, dizendo que ele não tem motivo nenhum ali para suspeição, faça-me o favor. Outros pontos, como a Paula trouxe, a gente precisa lembrar. O André Mendonça foi assessor do Toffoli quando o Toffoli estava na Advocacia Geral da União, entre 2007 e 2009. Ele também organizou, junto com o Alexandre de Moraes, esse livro em homenagem aos 10 anos de carreira do Dias Toffoli no STF, chamado Democracia e Sistema de Justiça. E, por fim, que para mim também é bastante relevante, quando ele era o ministro da Advocacia Geral da União, do governo Bolsonaro, ele foi contra a nulidade do inquérito das fake news. A gente sabe que todos os abusos não se iniciaram agora, se iniciaram ainda lá em 2019. E o André Mendonça, quando pôde se posicionar, não o fez em relação a esse abuso. Bom, outro ponto que acho que a gente precisa lembrar é o seguinte, alguns homens fizeram diferença gritante para a história da humanidade. Um dos exemplos, Winston Churchill, por exemplo. Se não fosse ele, o nazismo teria se espalhado, dominado a Europa inteira. Então, foi aí alguém que fez toda a diferença na história da humanidade. Eu vejo que são decisões, há tempos, que você tem ali, que cai na sua mão. E, dessa vez, está na mão, de fato, do ministro André Mendonça, fazer a diferença, resgatar, sim, a credibilidade do Supremo Tribunal Federal. Porque o problema não é a instituição. O problema é o que eles têm feito com ela. O que o Toffoli tem feito com ela. O que Alexandre de Moraes tem feito com ela. Vamos ver. Eu acho que temos uma chance. Eu acho que a gente tem um dia atrás do outro. Ele não pode achar sempre que está tudo perdido. Senão, o que a gente está fazendo aqui? Eu acredito que tem uma chance aí no colo de André Mendonça de fazer a diferença e entrar para a história do nosso país. Vamos torcer para que ele agarre essa chance."
7606106816732335368,esse novelo ele leva tudo que é mais podre na República Brasileira essa que é a realidade eu não tenho dúvida que o Toffoli se cair vai cair atirando ainda mais a gravidade do que a gente tá falando vamos lembrar que a mulher de Alexandre de Moraes recebeu 129 milhões de reais do Banco Master para fazer o que não tinha nenhum processo a única coisa ali que ela entrou perdeu e a relatos ele ligou para o presidente do Banco Central para que aprovasse a venda do Master para o BRB gente isso é gravíssimo vamos lá vamos desenhar o Alexandre de Moraes deveria ser investigado por ter recebido via sua mulher 129 milhões de reais para pressionar o Banco Central para que aceitar que o Banco Master fosse vendido para o BRB é disso que a gente tá falando isso é tráfico de influência de novo isso que a gente tá vendo em relação ao Toffoli o que a gente tá vendo em relação ao Morais deveria ser em qualquer lugar em que exista ainda um Supremo como deve ser imparcial né é que faça valer as nossas leis etc e tal em qualquer lugar do mundo deveria levar a uma investigação e se for comprovado a prisão esse é o ponto então eu entendo todo o descrédito de que nada vai acontecer porque que a gente acredita que nada vai acontecer exatamente porque é muito grande que o bit to fail né é muito grande carrega muita gente é isso só tofoli e o contrato 129 milhões do morais é lógico que morais vai defender o top e aí começa os outros acham que o Gilmar vai fazer o quê que vai sendo descoberto né como é que essa galera ganhou tanta grana cadê de onde de onde o tofoli ganhou tanto dinheiro aí a gente vai lembrar a o amigo do amigo do meu pai a cruzou é puxa quer dizer então que a censura toda no país começou porque chegaram no tofoli lá atrás e todas as investigações lá dos funcionários da indivíduos do governo federal que questionaram o patrimônio da mulher do topo da mulher do geralmente a gente tá chegando gente esse novelo ele leva tudo que é mais podre na república brasileira essa que é a realidade e tudo que é mais podre na república brasileira é esse tráfico de influência essa corrupção generalizada então eu entendo o nosso descrédito de que isso não vai dar em nada mas é por isso mesmo que nós temos que ser vocais
7606046523201244434,"a gente precisa é investigar sim, porque tem cheiro de que o que Toffoli merece mesmo é cadeia. A Polícia Federal ela não mandou pra Vaquinha um pedido pra suspeição do ministro, não tem nada disso. Ela fez um comunicado do que foi encontrado, porque ela precisa fazer isso ao órgão competente, né, ao presidente do STF, quando ela acha indícios de crime cometido pelo magistrado. É isso que diz o artigo 33 da lei orgânica da magistratura. E a depender se o Toffoli realmente recebeu dinheiro e ainda assim aceitou relatar esse caso, com todos os absurdos que ele cometeu até aqui, ele tem que ser preso. O que a gente tá falando aqui não é uma questão de suspeição ou impeachment, isso é prêmio ele tem que ir pra cadeia. Exatamente como aconteceu, por exemplo, com a ministra lá no Chile, da Suprema Corte, quando se descobriu que ela fazia tráfico de influência o que a gente tá falando aqui é tráfico de influência esse é o ponto. Por quê? Porque o que foi descoberto é gravíssimo. O que a PF descobriu é olha, tem mensagens, né, do Vorcaro com o Zettel citando pagamentos autófoli. Pagamentos por essa venda, assim, da empresa, que foi feita da Meredith, lá por conta do resort Tayaya, que precisa ser investigado como que isso tudo aconteceu o Ofoli, que tava quietinho até agora, se descobriu sim que as empresas estavam no nome do seu irmão, mas todo mundo questionando se ele era um aranjo porque ele faz festa lá, tinha casa lá e agora ele confessa nessa mensagem pra Paquim que ele era um sócio oculto que tá tudo lá na Receita Federal, que ele declarou tudo, mas por que ele não falou isso antes? Se ali, a empresa é investigada por fraudes, não por fraudes cometidas ontem por fraudes ao longo da sua história e ela teve sim uma negociação com o ministro o ministro jamais ter aceito ser relator desse caso, esse é o ponto que ele prevaricou, ele tem aí todos os indícios de ter sim exercido um tráfico de influência e vamos lembrar aqui de tudo que aconteceu. O Toffoli pegou aquele jatinho com o advogado do Banco Master, depois ele disse que o processo de repente estava na mão dele e decretou sigilo absoluto tentaram descobrir, foi sorteio? Que horas que aconteceu? Quando que Toffoli se tornou o relator do caso? Tudo isso é sigiloso ninguém sabe, tá? A gente não sabe nem como é que foi feito esse sorteio ninguém sabe, nem se foi sorteio mesmo não sabemos, né? Porque não podemos olha o absurdo que a gente está falando depois disso, se descobriu toda a história do Tayhaya, o Toffoli mandou fazer mais de 40 mandados de busca e apreensão, colocou tudo em sigilo mandou ser tudo lacrado no gabinete dele depois na PGR, depois na PF, com dois especialistas que ele teve que indicar da Polícia Federal, deu dois dias pra colher todos os depoimentos, que também a Polícia Federal disse que nunca viu isso, que pediu seis ele deu dois, tentou fazer uma cariação entre um diretor do Banco Central e Vorcaro deu tanto bafafá a isso, que ele acabou mudando de ideia mas mandou perguntas para Vorcaro tentando incriminar sempre o Banco Central aí se descobriu tudo do Tayhaya gente, pelo amor de Deus, a própria Polícia Federal mandou uma nota pedindo socorro, dizendo que nunca viu um magistrado interferir tanto assim nos trabalhos da Polícia Federal. Senhor Edson Fachin, o que o senhor vai fazer? Porque, de novo, isso aqui merece não só um afastamento, e o nosso Senado também, não é só um pedido de impeachment o que a gente precisa é investigar sim porque tem cheiro de que o que Toffoli merece mesmo é cadeia"
7605731745383582994,"O Lula vem com esse discurso do nós contra eles e dos ricos contra os pobres. E um projeto do PT é exatamente para a tributação das grandes fortunas. Eles sempre ameaçam isso e a gente sabe que isso tem um risco grande. Os países que adotaram tiveram uma fuga grande dos empresários, de inovadores, de capital. Então se você pudesse falar um pouco a respeito disso também para a gente, qual a chance de um projeto como esse passar e qual seria o efeito? Primeira coisa é presumir que os ricos são burros. Eu fico imaginando um bilionário antes de saber ou sabendo que ele vai ser tributado de forma drástica. Ele vai deixar, vou deixar aqui meu dinheiro na poupança, não tem problema nenhum. Esses caras são espertos e mais, eles têm dinheiro e recursos para contratar advogados, contabilidade, para saber como fugir disso. E no limite eles vão para outro país. Assim como acontece historicamente em todos os países que tiveram essa experiência. Mas ainda que dê certo que ele consiga tributar algumas pessoas, ainda assim não é vantajoso. Você pensa comigo de que os ricos geralmente são empreendedores, são grandes empresários. Eles são ricos porque essas empresas, esses serviços e produtos, eles atenderam a inúmeros consumidores e clientes que consideram aquele produto ou serviço produzido por ele mais importante do que o dinheiro que ele tem. Então veja bem, o que é mais importante ou mais vantajoso? Que esse dinheiro fique na mão desse empresário ou na mão do político? Porque o empresário vai comprar um galpão, uma máquina, ele vai investir, contratar gente. E o político faz o quê? Então existe aqui uma escolha. Você vai deixar o dinheiro no setor produtivo ou vai deixar no setor parasitário? Porque os políticos, o Estado não tem outra fonte de dinheiro, se não parasitar o setor produtivo. O terceiro ponto é de que ainda que se consiga fazer essa retirada do dinheiro dos mais ricos, digamos assim, esse imposto, ele sempre, sempre engloba o preço da operação. As pessoas dizem assim, vamos cobrar impostos, taxas dos grandes bancos e banqueiros. Meu Deus do céu! Alguém aqui acha de que os bancos não vão transferir isso para o aposentado correntista? Que não vai aumentar o preço da anuidade, do spread, do juro, de qualquer coisa para transferir? O empresário, o rico, o banqueiro não paga imposto. Ele engloba, ele acopla no preço do produto e qualquer imposto, ele é diluído na sociedade. Infelizmente, essa corda, ela estica e estoura para os pobres. Infelizmente, o rico, ele vai ter inúmeras formas de proteger. Então, goste ou não, é uma política pública desastrosa que empobrece."
7605657908293995783,"Mais uma vez, o nosso STF simplesmente fechou o nosso legislativo. Não cabe ao ministro Gilmar Mendes decidir se usar cocaína é ou não um crime. Isso cabe, é uma decisão da sociedade, que deve estar espelhada nas decisões dos seus representantes no Congresso Nacional. Isso não é uma decisão do judiciário. Não cabe ao STF decidir se uso de drogas é ou não um crime. Eles já fizeram isso em relação à maconha. E agora estão estendendo para cocaína. É lógico que isso é um precedente bastante perigoso para a gente como sociedade. Por quê? Porque sabemos que o que vai acontecer? Vão usar os traficantes e eles vão sempre declarar que não, isso aqui eu não estou traficando não, isso aqui é para consumo próprio. Então eles podem muito bem mandar lá os aviõezinhos, etc. E ninguém mais, o traficante, conseguir liberdade, jamais ser preso. No fundo, quando você libera o consumo, você está de fato liberando o tráfico. Porque o traficante vai dizer que estava ali com a quantidade para o seu consumo próprio, eles vão dosar isso de maneira a que ninguém mais vai ser pego. Então, com certeza, essa medida vai estimular o tráfico de drogas no nosso país. Mas a questão central nem é essa. A questão é que não cabe ao STF decidir sobre isso. Isso é uma decisão da sociedade e dos seus representantes legítimos no Congresso Nacional. Mais uma vez, o nosso STF simplesmente fechou o nosso legislativo. Antigamente, os golpes eram dados com poder de força, com tanque na rua. Agora não. Agora é pela caneta do Supremo, que literalmente fechou o Congresso. Essa é uma decisão do Congresso Nacional, que tem decisões a respeito disso. Não caberia jamais ao STF. E eles vão lá e fazem isso. Não é a primeira vez. Eles já fizeram isso com uso de maconha. Estão fazendo isso em relação ao aborto. Fazem isso em relação a várias, várias decisões do Congresso Nacional. A gente falou aqui até aumento de imposto. Até no IOF eles foram se meter. Porque do jeito que a coisa anda, para quê? Para que ter legislativo? Vamos fechar logo tudo e assumir que a gente não vive mais numa democracia."
7605654406700256520,"Vamos aproveitar esse carnaval, gente, pra gente também brincar, pra gente se divertir. Vamos curtir o samba-enredo do presidente Lula, o samba que eu homenageei a ele, que é lindo. É muito lindo esse samba-enredo, quanto a vida do Lula, né? Quanto custa fome, quanto importa a vida, nosso sobrenome é Brasil da Silva. E é isso que a gente tem que fazer mesmo, é cantar com alegria esse samba-enredo. Comemorar com alegria esse carnaval, sem falsos mitos e sem anistia. Viva o PT!"
7605608763558481160,"A Polícia Civil de São Paulo prendeu o piloto de avião suspeito de integrar uma rede de pedofilia. A investigação aponta que o piloto atuava há pelo menos oito anos em estrutura organizada de exploração sexual infantil. A polícia prendeu até uma BMW usada para levar crianças e adolescentes a motéis. Ele também é investigado por produzir, armazenar e compartilhar pornografia infantil. Na mesma operação, uma mulher foi presa por vender o acesso a três netas de 11, 12 e 15 anos. Outra mulher, mãe de uma das vítimas, enviava vídeos da própria filha ao criminoso. Segundo a polícia, ele pagava entre 50 e 100 reais por esse material. Até agora, ao menos 10 vítimas foram identificadas. Um caso brutal. Foi para situações como essa que o Congresso aprovou, no fim de 1924, o Cadastro Nacional de Pedófilos, com consulta pública a nomes e CPFs de condenados por estupro e abuso de vulnerável. A lei foi aprovada e sancionada por Lula há mais de um ano, mas nunca saiu do papel. O governo Lula e o CNJ não implementaram. E tem mais. Quando o Congresso tentou endurecer as regras para crimes hediondos, PT e PSOL votaram contra, em peso. No discurso, eles dizem proteger as nossas crianças, mas quando eles têm a caneta na mão para agir, não fazem nada. Compartilhe."
7605395091842239751,"O rei do nós contra eles pensa que engana alguém. Lula, paz e amor é uma farsa. A verdade é que ele sempre destilou ódio. Lembra da família Mantovani? Antes de qualquer apuração, Lula o chamou de animais selvagens e disse que essa gente precisa ser estifada. Também estimula o nós contra eles de ricos versus pobres. Inclusive usando a publicidade oficial. São vários casos. Esses dias teve aquele post da Casa Civil tratando quem ganha acima de 5 mil reais como playboy. No governo, o PT tenta normalizar a democracia como governar junto com o judiciário e perseguir a oposição. Chamam até o Congresso de inimigo do povo. Amigos do povo são os companheiros no STF, né Lula? Já começou esse mandato apoiando a prisão dos manifestantes do 8 de 1 e agora derrubou a dosimetria aprovada pelo Congresso. Mas nada disso vem de agora. Quem não lembra da cena patética de 2018 pouco antes de ser preso do Lula convocando seus seguidores a dar porrada? Gosta do país de amor. Vai no PC. Não pede aqui no PT dessa face. E a gente vai dessa face. A gente vai dar porrada se não respeitar a gente. No mesmo ano, estourou o escândalo do mensalinho no Twitter. Influenciadores pagos para defender o PT nas redes. Estamos vendo o mesmo se repetir agora no governo. Em 2014, o Estadão publicou o editorial A Guerra Virtual do PT. Lula mandou o partido ir para cima dos críticos. Na época, os petistas promoviam o camping digital para treinar o que o jornal chamava de milícias virtuais. Em 2011, surgiram os famosos Maves, militância em ambientes virtuais. Foi quando o PT anunciou que ia treinar militantes para atacar opositores na internet. No ano anterior, o próprio José Serra já reclamava dos blogs sujos do PT. Os meus dados de imposto de renda estão circulando nesses blogs sujos do PT. Inclusive referências feitas em blogs da Dilma, dos amigos do presidente Lula. A verdade é que toda essa lorota de milícia digital e gabinete do ódio são práticas antigas do PT. Nunca é sobre o que é feito, mas sobre quem faz. O PT pode tudo. Atacar adversário, criminalizar crítica e reescrever a história. Joga o win no modo liso. Só vamos quebrar essa hegemonia, expondo a verdade e mandando o PT para aquele lugar. O único que lhe cabe, o olho da rua. Compartilha esse vídeo."
7605288074368584978,"agora quer passar pano pro painho que indicou, né? Mas é um papelão, sem dúvida nenhuma. É que eu agradeço a Deus de estar passando por um processo como esse, tendo como presidente o presidente Lula. Fora que é o seguinte, Galípolo, o que a gente quer saber nessa história toda, o que que você discutiu com o presidente Lula quando o Mantega arrumou aquele encontro com o Vorcaro? É isso que a gente quer saber. A outra coisa que a gente quer saber também, Galípolo, é o seguinte, quantas vezes o Xandão te ligou? Quantas vezes ele te ligou pedindo pra aprovar a venda do Master pro BRB? É disso que a gente quer saber. Um Banco Central independente, um presidente, de fato, de um Banco Central independente, deveria olhar pela instituição e responder essas perguntas. São essas as perguntas que nós queremos saber. Agora, vim aí dizer que o Lula tá querendo... Por que que ele fez tudo isso? Claramente porque foi indicado pelo Lula e agora quer passar pano pro painho que indicou, né? Mas é um papelão, sem dúvida nenhuma. Ele deveria estar preocupado com a instituição que ele preside agora que as indicações do Lula vão acelerar aí pras diretorias do Banco Central e os nomes que tão aparecendo são de chorar. O Guilherme Mello, eu já falei aqui, um cara que diz que o Banco Central tem que se preocupar com desigualdade, inclusive desigualdade de gênero, desigualdade racial. Imagina, diretor do Banco Central. No fundo, o Banco Central é independente. Pra que que ele serve? Ele serve pra ter, sim, independência, pra na hora que o governo gasta demais, como é prática no governo Lula, não ter dó de subir os juros, pra controlar a inflação. Porque a inflação é aquilo que mais penaliza a população. Então, essa questão da independência do Banco Central surgiu no mundo inteiro, porque o governo pode gastar, fazer um fiscal irresponsável, como, aliás, é a prática nos governos do PT e o Banco Central tem a missão de usar a taxa de juros pra conter esses gastos e evitar de subir a inflação. Então, isso é o que faz um Banco Central independente agora fazer esse papelão aí defendendo o painho. Pelo amor de Deus, hein?"
7605011724604951815,"28 vezes. Não é uma, duas, 28. A minha pergunta é por que só agora foi expedido um mandado de prisão? 28 vezes. É isso. Alguém que está sendo acusado de tentar matar um policial. É isso. Isso é tentativa de homicídio, que defende o tráfico. Aliás, a gente viu ali aquela cena deplorável deles em pé, subindo em cima daqueles ônibus, né? E a população ovacionando ali. Quando saiu outro rapper também, acusado também, tudo ligado a tráfico de drogas. Porque, infelizmente, é essa cultura totalmente errada. Essa narcocultura que fica aí. O próprio Orwan, que saiu na revista britânica lá, né? Empossado de um negócio que parecia uma arma. Feito de câmeras fotográficas, mas claramente ali como traficante. Usando esse cabelo vermelho, claramente essa alusão ao comando vermelho. Tudo que envolve esse ser faz alusão ao tráfico, né? Tenta glamorizar o tráfico, a vida do traficante. Infelizmente... Então, assim, é o que a Juliana disse. Está tudo trocado. Homicídio, tráfico, estupro. Tudo isso, no Brasil, dá em nada. Agora, ser de direito é criminalizado. O que você fala, até deputado é preso. Ninguém mais pode falar o que pensa."
7604983636235980040,"Nós não tiramos proveito de explicar o que nós herdamos do governo anterior. Porque se falava de maquiagem contábil, o que aconteceu de 2022 para 2023 é uma espécie de estupro das contas públicas. Uma coisa alucinada que aconteceu. O bom é que a gente tem os números, Haddad. E contra números não há argumentos. Então vamos lá. Você pode mentir o tanto que você quiser. Eu vou estar aqui para provar que você está mentindo. Primeiro, vamos começar falando estatal? Vamos lá? Prejuízo já acumulado nesses três anos de Lula. 16 bilhões. Quanto que foi no Bolsonaro? 24 bilhões de lucro. Isso porque essas empresas estatais que a gente vê aí os números, a gente não inclui as maiores. Na Dilma era 60 bi de prejuízo. O governo Bolsonaro está falando de 700 bilhões de lucro. Então vocês conseguiram quebrar a Petrobras. Começa por aí só de estatal. Vamos falar de déficit? Você está falando de déficit, né? Déficit foi na maquiagem, esse papo aí seu. A gente tinha... O governo Bolsonaro encerrou com um déficit nominal de 500 bilhões. Sabe quanto que está? O déficit nominal nessa sua gestão aí? Você está saindo e largando esse robo para a gente? Mais de um trilhão de reais. Ou seja, a gente está falando que mais que dobrou. Dobrou, meu caro. Como é que você explica isso, hein? Agora, isso porque o senhor trouxe para a gente aí 27 aumentos de impostos que lhe deram o título de taxade no governo Bolsonaro. Você reduziu impostos. Reduziu impostos. Com uma pandemia. Teve queda de imposto de combustíveis, IPI. Então, assim, de onde você está falando isso? Agora, com todo esse aumento de imposto, você ainda conseguiu aumentar a nossa dívida. A gente está falando que esse governo aí, desgoverno do Lula, já superou 10 trilhões de dívida. Vai ser um aumento de mais de 10 pontos do PIB. Governo Bolsonaro. Com pandemia. Queda de 3,6 pontos do PIB de dívida. Ou seja... Como assim? Do que o senhor está falando? Do que o senhor está falando? Pelo amor de Deus, está igual o chefe dele. Quer vender lorota aqui, mas a gente está aqui com os dados na mão. Vai ser impossível do senhor contar tanta mentira. E eu queria dizer mais um ponto aqui, que às vezes fica perdido. Tiveram reformas importantes microeconômicas para melhorar o ambiente de negócios? Marco de saneamento. E vocês falam tanto de meio ambiente. A primeira medida do Lula era tentar reverter o marco de saneamento. Fizeram essa babaquice da COP30 aí, sendo que o pessoal lá está sem esgoto. Porque é isso que vocês fizeram. Falam como se não ficassem, já tivessem há 18 anos no poder. Pelo amor de Deus, ministro. E outras também, como lei de liberdade econômica. O que o Lula fez aqui para melhorar isso? Não fez nada. Fez aumento de OF, agora está tentando implementar o fim da escala 6x1. Então, assim, fora todas essas questões micros que estão fazendo. Com que quem produz e gera emprego e riqueza, vai embora do nosso país. Parabéns. Melhor ministro que o Paraguai já teve."
