post_description,post_validation_status,post_url,post_shares_count,post_time_raw,post_is_time_estimated,post_original_id,text_length,post_hashtags,post_likes_count,post_author_username,post_query,post_published_at,comments,
"STF EM FOCO — No #JornalDaOesteSegundaEdição, a comentarista @josiane.haese analisa declarações do presidente do Supremo Tribunal Federal, Edson Fachin, e critica a atuação da Corte, que tem ocupado cada vez mais espaço no noticiário nacional nos últimos anos.
 Assista à análise completa.
Acompanhe o Jornal da Oeste Segunda Edição, de segunda a sexta-feira, às 16h, no canal da Revista Oeste no YouTube.
#Noticias #Jornalismo #RevistaOeste #JornalDaOeste",,https://www.facebook.com/oesterevista/posts/pfbid02xnJVr5vQPabnUc1dYFHcEifuCxaCVoLenyzA6G6mzG7DCdFYb196gGGqrq5fUk5Cl,77,1w,False,402b5f29ebae1811,1481,"{'#revistaoeste', '#noticias', '#politica', '#revistadigital', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:09:11.426,"{{'user_name': '#revistaoeste', 'comment_text': 'Se algum dia, no futuro, uma criança me perguntar o quão insanas as coisas eram no século 21, vou contar que a ex-nadadora britânica Sharron Davies, membro da Câmara dos Lordes, uma vez precisou ir a Washington explicar o que é uma mulher. Sim, uma atleta olímpica britânica, um de nossos tesouros nacionais, teve que voar cerca de 6 mil quilômetros para lembrar o mundo de que pessoas com pênis são homens. Lá estava ela, nos degraus da Suprema Corte dos EUA, dizendo a uma multidão que pessoas que passaram pela puberdade masculina — ou seja, marmanjos — não deveriam competir em esportes femininos. Que tempos para se viver!'}, {'user_name': 'Zu Castellani', 'comment_text': 'Excelente texto! Nada mudará as características físicas e fisiológicas de uma pessoa!'}}",
"A defesa de Eduardo Tagliaferro recorreu contra a decisão da 2ª Turma do Supremo Tribunal Federal (STF) de rejeitar um habeas corpus (HC) para o ex-assessor do Tribunal Superior Eleitoral responsável pela “Vaza Toga”. 
Oeste obteve os embargos de declaração, com exclusividade. No documento, os advogados Paulo Faria e Filipe de Oliveira afirmaram ter identificado omissões, contradições e obscuridades no acórdão do colegiado. 
Reportagem de @cristyan_costa 
Imagem: Alejandro Zambrana/TSE
ASSINE A OESTE. Leia a matéria completa (link nos stories).
#revistaoeste #notícia #informacao #diretoaoponto",,,8,1w,False,8ed3ad6c79d95dff,692,"{'#noticias', '#jornalismo', '#RevistaOeste', '#aforcadoagro'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:09:45.986,"{{'user_name': 'Vendelino Hammerschmitt', 'comment_text': 'O que querem fazer com o óleo do girassol se ele é um veneno para o colesterol quando usado para cozinhar'}}",
"O presidente da Comissão Parlamentar Mista de Inquérito (CPMI) do Instituto Nacional do Seguro Social (INSS), senador Carlos Viana (Podemos-MG), confirmou a reunião com o ministro Dias Toffoli, do Supremo Tribunal Federal (STF), na tarde desta terça-feira, 3.  
O encontro é considerado decisivo para o andamento das investigações sobre o esquema bilionário de descontos e consignados que envolvem aposentados e pensionistas do instituto.
Reportagem de @sarahperes2
Foto: Carlos Moura/Agência Senado 
ASSINE A OESTE. Leia a matéria completa (link nos stories).
#revistaoeste #noticia #informacao #diretoaoponto",,https://www.facebook.com/oesterevista/posts/pfbid02da99uhkm15hzzvaQWqYDUtQkKNtNKHKKiFdMgVJ8c3Cde43UsidtvbTF1HM9cTSEl,108,1w,False,de9a645646dc9df9,1163,"{'#revistaoeste', '#noticias', '#politica', '#revistadigital', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:10:29.862,"{{'user_name': '#revistaoeste', 'comment_text': 'Os números variam. Algumas organizações relatam que pelo menos 6 mil pessoas morreram em função da repressão do governo do Irã às recentes manifestações no país. Outras, como a Iran Human Rights (IHR) garantem que o número de mortos já pode ter ultrapassado os 25 mil. A onda de protestos, iniciada no fim de dezembro, tem sido brutalmente reprimida pelas forças de segurança.'}, {'user_name': 'Rebeca Espinoza', 'comment_text': 'Quantas sinagogas têm na Arábia Saudita? Quantas igrejas cristãs? O que acontece com quem professar uma fé não muçulmana? E com quem critica o governo saudita? A mídia, a imprensa e a internet são controladas, vigiadas e censuradas. As prisões sauditas estão entupidas de indesejados pelo regime.'}}",
"REFORMAS NECESSÁRIAS — No #FaroesteÀBrasileira, o advogado @claudioluiscaivano comenta o caso do Banco Master e defende a necessidade de reformas no sistema judiciário brasileiro. Segundo ele, a estrutura atual favorece a impunidade e expõe fragilidades institucionais.
 Assista ao comentário completo.
Acompanhe o Faroeste à Brasileira, de segunda a sexta-feira, às 14h, no canal da Revista Oeste no YouTube.
#noticias #jornalismo #RevistaOeste #faroesteabrasileira",,,1500,1w,False,4e3f6d9c1e46685a,505,"{'#RevistaOeste', '#OesteNegocios', '#Economia', '#Investimentos'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:11:59.728,"{{'user_name': 'João Carlos', 'comment_text': 'E agora agente tem que ouvir a vos dos economistas pq nem no IBGE não confiamos mais. Qualquer estatística vindo do IBGE e mentirosa, pra enganar os tolos.'}}",
"— Você viu a tragédia do raio? 
— Terrível. 
— Muita irresponsabilidade. 
— Irresponsabilidade? De quem? 
— Dos que colocaram as pessoas expostas ao raio. 
— Você acha que elas foram colocadas lá? 
— De certa forma, sim. 
— Pra você foi uma armadilha, então. 
— Não diria uma armadilha. 
— O que você diria? 
— Uma arapuca. 
— Sincronizaram com o raio? 
— O céu estava carregado e as pessoas estavam ao ar livre. Desfecho previsível. 
ASSINE A OESTE e leia o artigo completo de @guilhermefiuzaoficial (link nos stories).
#revistaoeste #noticias #politica #revistadigital #diretoaoponto",,https://www.facebook.com/oesterevista/posts/pfbid02tz2UAYG5i1AaaiU2aMtYFbACppfHGaUfvy2R81fDPMii5JwHn4TTSPpoWWqwnR3Jl,2,1w,False,0b1e84893a3117e4,299,"{'#RevistaOeste', '#informação', '#conversacomaugustonunes', '#jornalismodarevistaoeste'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:13:06.981,"{{'user_name': '#RevistaOeste', 'comment_text': 'Nesta terça-feira, 03 de fevereiro, às 20h30, Augusto Nunes (@augustosnunesoficial) conversa com os jornalistas Gabriel de Souza (@gabriel.jorn04) e @tauanycattan.'}, {'user_name': 'Henri Klein', 'comment_text': 'Lula Presidente'}, {'user_name': 'Jair Neiverth', 'comment_text': 'Da Papuda.'}}",
"Escola de apoio aos desalojados reaberta! Ontem (14) de noite, os desalojados pelos alagamentos iam ficar sem jantar. Após protesto dos moradores na presença do prefeito, a escola fechou mais cedo e os moradores foram avisados de que, além de fechar ontem de noite, a escola passaria o dia fechada hoje (15). Ontem de noite, com a doação e trabalho de parceiros solidários, garantimos o jantar. Após as denúncias, hoje a escola está reaberta e com café da manhã! Viva o povo de Jardim Primavera!",,https://www.facebook.com/oesterevista/posts/pfbid035a7bg98ovrVbyMk5BvvB3JNDjKjz6NeNG7RqrMz7XStuuyD6rsqi59NvvwzCNT3el,47,1w,False,01e4abd5149671f0,627,"{'#revistaoeste', '#notícia', '#informacao', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:13:42.935,"{{'user_name': '#revistaoeste', 'comment_text': 'Nesta terça-feira, 3, a defesa de Filipe Martins voltou a contestar a prisão do ex-assessor da Presidência para Assuntos Internacionais.'}, {'user_name': 'Sérgio Feliciano', 'comment_text': 'Esqueça a defesa aqui. Melhor recorrer às Cortes Internacionais.'}}",
"Deputada... A governadora ainda é Dona Fátima Bezerra... A senhora já foi até ela e pediu para ajudar o prefeito pra ajudar esse povo? Ou A senhora que ficar fazendo essa politicagem Barata por ter perdido a campanha pra prefeita... Todos nós sabemos que essas situações de alagamentos são antigos e que o estado sofre nas mãos da ESQUERDA, agora deixa o cara trabalhar, se quer fazer algo venha somar pra ajudar esse povo e não ficar todo tempo só criticar como se tivesse o tempo todo com RECALQUE.",,,456,1w,False,a38816025b186ee8,574,"{'#OesteSemFiltro', '#noticias', '#jornalismo', '#RevistaOeste', '#oestesemfiltro'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:15:01.834,"{{'user_name': 'Marcos Ribas', 'comment_text': 'Nós da esquerda em 2026 único objetivo é eleger Lula, conseguir maioria no Senado e na câmara e gritar! "" É tudo nosso""'}}",
Já estamos entrando no clima do Carnaval 2026. Confere só essa programação,,https://www.facebook.com/oesterevista/posts/pfbid025hsMtWysSD5758J6bbjmvTjd1awUKVV8sUpL6WtHNUVL6a8sZ3WBqdphRhveja5Bl,798,1w,False,d807b7739e6ba816,1016,"{'#revistaoeste', '#notícia', '#informacao', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:15:44.576,"{{'user_name': '#revistaoeste', 'comment_text': 'O deputado federal Carlos Jordy (PL-RJ) confirmou que a Comissão Parlamentar Mista de Inquérito (CPMI) do Banco Master já conta com 280 assinaturas de deputados e senadores. Em entrevista ao programa Faroeste à Brasileira nesta terça-feira, 3, o parlamentar revelou que aproveitou o recesso para intensificar a coleta de adesões. O número supera com folga o mínimo exigido de 171 deputados e 27 senadores para a instalação do colegiado.'}, {'user_name': 'Roseli Fagundes Colle', 'comment_text': 'E bom revelar os 171 deputados e os 27 senadores, a favor do povo!!!'}}",
"MST distribui sopão solidário e 1,5 tonelada de alimentos para famílias atingidas pelas chuvas em Natal (RN)
Na noite de hoje (12), o MST no Rio Grande do Norte realiza ação de distribuição de sopão solidário e alimentos para cerca de famílias da zona norte de Natal. 
Durante a semana, em meio às fortes chuvas que atingiram a capital potiguar, centenas de famílias tiveram suas moradias alagadas, tendo graves prejuízos. 
Junto ao mandato da deputada federal Natália Bonavides (PT), organizações vem se mobilizando para realizar ações de solidariedade em prol das famílias atingidas. 
É a solidariedade Sem Terra mostrando mais uma vez que é o povo cuidando do povo!",,,77,16h,False,0ed1fe8f4daf0a92,456,"{'#JornalDaOesteSegundaEdição', '#Noticias', '#Jornalismo', '#RevistaOeste', '#JornalDaOeste'}",0,Revista Oeste,profile: Revista Oeste,2026-02-15T20:16:27.292,"{{'user_name': 'Marcos Mendonça', 'comment_text': 'E custa caro.'}}",
"Gente, o prefeito tá com tempo pra gravar vídeo, mas pra visitar as pessoas atingidas pelos alagamentos ele não tem. Tô aqui fazendo o que ele deveria estar, depois respondo como ele merece. O foco agora é ajudar o pessoal que perdeu tudo.",,https://www.facebook.com/oesterevista/posts/pfbid02Qwzmb21fDBkcCeDp9zwjN4kbQmfTiK3yUeEFu4Hvc2tuAYJ7Ky6CUmCZDbuujtpVl,126,1w,False,2f27ebc906477853,600,"{'#revistaoeste', '#notícia', '#informacao', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:17:15.305,"{{'user_name': '#revistaoeste', 'comment_text': 'A defesa de Eduardo Tagliaferro recorreu contra a decisão da 2ª Turma do Supremo Tribunal Federal (STF) de rejeitar um habeas corpus (HC) para o ex-assessor do Tribunal Superior Eleitoral responsável pela “Vaza Toga”.'}, {'user_name': 'Amauri Dambra', 'comment_text': 'O acusador com provas, vira réu…'}, {'user_name': 'Robson Kerr', 'comment_text': 'Amauri Dambra\nQuais provas ? Ele só falou e mostrou uma planilha elaborada por ELE, nada mais. Ele precisa mostrar o CONTEÚDO das ordens que recebeu e conversas com Moraes; até agora não mostrou, portanto, sem provas. Deixa eu lhe dar um Ex. O hacker quando ""denunciou"" Moro e Dalagnol, armazenou e mostrou os conteúdos de conversas dos dois, dos próprios celulares dos denunciados. Tagliaferro precisa mostrar esse conteúdo, se tiver é claro.'}, {'user_name': 'Amauri Dambra', 'comment_text': 'Amauri Dambra\nQuais provas ? Ele só falou e mostrou uma planilha elaborada por ELE, nada mais. Ele precisa mostrar o CONTEÚDO das ordens que recebeu e conversas com Moraes; até agora não mostrou, portanto, sem provas. Deixa eu lhe dar um Ex. O hacker quando ""denunciou"" Moro e Dalagnol, armazenou e mostrou os conteúdos de conversas dos dois, dos próprios celulares dos denunciados. Tagliaferro precisa mostrar esse conteúdo, se tiver é claro.'}}",
"Há um ano, em fevereiro de 2025, estive no Ministério das Cidades para tratar de como a Prefeitura poderia acessar recursos destinados a obras de drenagem. Busquei caminhos, informações e alternativas para enfrentar um problema antigo da nossa cidade.
E o que a gestão fez? Por birra política, não foi atrás.
O resultado é o que estamos vendo agora: população desamparada, casas invadidas pela água e, em vez de assumir responsabilidades, o prefeito mobiliza seu gabinete do ódio contra quem denuncia o descaso. #tbt",,https://www.facebook.com/oesterevista/posts/pfbid032fVbBzBggsqPRPkGyDZVFmMxgTtFvA51pQBfBJohoBtnHowB2WVcec6fi9z3xXi2l,99,1w,False,3e7034d9d1fdd47b,610,"{'#revistaoeste', '#noticia', '#informacao', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:17:58.352,"{{'user_name': '#revistaoeste', 'comment_text': 'O presidente da Comissão Parlamentar Mista de Inquérito (CPMI) do Instituto Nacional do Seguro Social (INSS), senador Carlos Viana (Podemos-MG), confirmou a reunião com o ministro Dias Toffoli, do Supremo Tribunal Federal (STF), na tarde desta terça-feira, 3.'}, {'user_name': 'Marta Trentin', 'comment_text': 'Ele podia filmar essa conversa e mostrar para o povo que o elegeu! Só acho!'}, {'user_name': 'Jair Neiverth', 'comment_text': 'Ótima ideia !'}}",
"Não adianta jogar a culpa nos outros, quando é responsabilidade dessa gestão. A realidade se impõe sobre todas as mentiras. A prefeitura parece se incomodar mais com as críticas do que em solucionar o problema das pessoas.",,,41,14h,False,bcf491a5f10d8637,466,"{'#FaroesteÀBrasileira', '#noticias', '#jornalismo', '#RevistaOeste', '#faroesteabrasileira'}",0,Revista Oeste,profile: Revista Oeste,2026-02-15T22:19:17.785,"{{'user_name': 'Antonio Rangel Costa Rangel', 'comment_text': 'Oh sistema caro esse nosso meu e os contribuintes oh phudhidhos'}}",
"Natal sempre alinhado com a direita, a direita só investe em shows, imagine tem cantor q não aparece na mídia há anos recebendo 900 mil. Qualquer coisa manda os moradores acompanhar os cantores em Ponta Negra.",,https://www.facebook.com/oesterevista/posts/pfbid0XY884969AhRpfP8FLzzsgNVRSzDkf1jCqgDhFsk5BjePgMQiyeinHagotPxqVsc2l,60,1w,False,7b2762b80d6549d0,585,"{'#revistaoeste', '#noticias', '#politica', '#revistadigital', '#diretoaoponto'}",0,Revista Oeste,profile: Revista Oeste,2026-02-09T12:20:04.203,"{{'user_name': '#revistaoeste', 'comment_text': '— Você viu a tragédia do raio?'}, {'user_name': 'Evandro Garbin', 'comment_text': 'Brasil, premiado mundialmente com insistência de raios.'}, {'user_name': 'Paulo Martins', 'comment_text': 'Evandro Garbin\n, tanto foi um sucesso que o STF e o governo Lula, ficaram apavorados. Com o pedido do fim da ditadura da toga no Brasil. Né?'}, {'user_name': 'Evandro Garbin', 'comment_text': 'Evandro Garbin\n, tanto foi um sucesso que o STF e o governo Lula, ficaram apavorados. Com o pedido do fim da ditadura da toga no Brasil. Né?'}}",
"DESCASO! Um morador responsável pelo trabalho da Prefeitura de Natal? Inacreditável! Nossa cidade amanhece mais um dia debaixo d’água e os natalenses seguem sofrendo com os alagamentos, tendo suas casas danificadas, perdendo móveis e, principalmente, o sossego. Lagoa de captação do Jardim Primavera mais uma vez transbordando.",VALID,,32,2d,False,d94a181ee3bada80,495,{},0,Revista Oeste,profile: Revista Oeste,2026-02-15T16:19:14.929,"{{'user_name': 'Camarada Leto Jwxavier', 'comment_text': 'Essa ESCOLA está muito achucalhada com troca de acusações entre o prefeito e Natália kkkkkkkk'}, {'user_name': 'Neto Fernandes Neto', 'comment_text': 'Camarada Leto Jwxavier O que você fez por essas pessoas? Ou é daqueles que mandam elas se danarem? Sempre aparecendo para jogar o seu veneno!'}}",
"Nossa governadora 
Fátima Bezerra
  fez hoje a leitura da mensagem anual do Executivo, na Assembleia Legislativa. Além de apresentar um balanço das ações do seu governo nos últimos anos, a professora Fátima foi enfática. O Rio Grande do Norte está muito melhor e não tem mentira ou calúnia que apague o sentimento do povo potiguar. Simbora ocupar o Senado, gov!",VALID,,58,2d,False,e5b39d7c97bcdcdc,500,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-15T16:19:21.161,"{{'user_name': 'Cristovão Cabral', 'comment_text': 'Deputada... A governadora ainda é Dona Fátima Bezerra... A senhora já foi até ela e pediu para ajudar o prefeito pra ajudar esse povo? Ou A senhora que ficar fazendo essa politicagem Barata por ter perdido a campanha pra prefeita... Todos nós sabemos que essas situações de alagamentos são antigos e que o estado sofre nas mãos da ESQUERDA, agora deixa o cara trabalhar, se quer fazer algo venha somar pra ajudar esse povo e não ficar todo tempo só criticar como se tivesse o tempo todo com RECALQUE.'}}",
"Hoje é dia de celebrar, mas também de reafirmar compromisso. Celebrar os 46 anos do PT, um partido construído com luta, coragem e a dedicação incansável de uma militância que nunca fugiu dos desafios.
Quem milita sabe: fortalecer o PT nunca foi sobre conforto. É sobre entender que o maior instrumento de organização da classe trabalhadora precisa estar vivo, forte e enraizado para que o Brasil avance com justiça, direitos e oportunidades reais.
Carrego comigo uma pergunta que Lula já fez e que segue atual: o que seria da classe trabalhadora brasileira sem o PT? Quando olhamos para trás, a resposta está no legado: dignidade, direitos e esperança para milhões. Quando olhamos para frente, está no que estamos construindo agora, com trabalho diário, diálogo e pé no chão.
Seguimos porque escolhemos não o caminho fácil, mas o necessário. Não o lado conveniente, mas o lado certo da história. E, especialmente neste ano, nossa missão é clara: levar o modo petista de governar para cada canto, cada cidade, cada comunidade do país.
Viva o Partido das Trabalhadoras e dos Trabalhadores. Viva a militância que nunca solta a mão do Brasil.",VALID,https://www.facebook.com/nataliabonavides/posts/pfbid0BeKVbRbQd3wgGQt4bKGh195tqg4v8rQXpTme42qkXGcryKq6ntcSw6RkPkCCZvVql,0,2d,False,e616137b1150368c,74,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-15T16:19:47.691,"{{'user_name': 'Ewerton Carvalho', 'comment_text': 'Bom saber, já não passo nem perto.'}}",
Seção Solene pelos 46 anos do Partido dos Trabalhadores,VALID,,54,4d,False,0bb066a2d7a50148,668,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-13T16:20:39.047,"{{'user_name': 'Renilson Carvalho', 'comment_text': 'O circo ja estava montado, chegou agora o pão e formou a dupla, pão e circo rsrsrs, a PT trabalhos é esse, e o povo ainda se engana com isso.'}}",
"Incompetência, má fé, desprezo pelos mais pobres etc....não deve haver desculpa aceitável para eles, pois o mínimo que poderia acontecer em momento tão grave, seria a presença física do poder público municipal através de um programa emergencial que possibilitasse, ao menos, esperança de resolução do problema em curto prazo para os atingidos, o q nos parece não ter existido.",VALID,,67,4d,False,c9c8429779281238,239,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-13T16:20:58.008,"{{'user_name': 'João Monteiro', 'comment_text': 'Anos como deputada nunca fez nada por natal'}}",
"Com a lagoa transbordando duas vezes em menos de uma semana, população do Jardim Primavera, Zona Norte de Natal, faz manifestação contra o descaso da Prefeitura. 
Vídeo: @viacertanatalrn",VALID,,105,5d,False,62bdb09657350217,516,{'#tbt'},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-12T16:21:23.713,"{{'user_name': 'Cidinha Didi', 'comment_text': 'Natal perdeu não elegendo essa Deputada.'}}",
"Toda nossa solidariedade ao povo natalense que sofre com os mesmos problemas a cada chuva e que é esquecida pela Prefeitura de Natal. Nas redes oficiais da não há nem divulgação de um plano emergencial que seja, ou orientação para as pessoas atingidas. Vivemos algo no mínimo curioso. Quando chove, o prefeito some!",VALID,,35,5d,False,bcc1ef62bcf1a3d3,222,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-12T16:21:53.289,"{{'user_name': 'José De Arimateia Amoral', 'comment_text': 'Mande a deputada destina uma emenda federal para realizar esa obra'}}",
Também apreendeu com ele da sumisso em dinheiro tem que gostar mesmo,VALID,,324,6d,False,bc83b04512e14158,209,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-11T16:22:19.627,"{{'user_name': 'Alves Filho', 'comment_text': 'Natal sempre alinhado com a direita, a direita só investe em shows, imagine tem cantor q não aparece na mídia há anos recebendo 900 mil. Qualquer coisa manda os moradores acompanhar os cantores em Ponta Negra.'}}",
"Com essa mulherada de luta aqui no aniversário do #PT46anos e na expectativa de recepcionar o presidente 
Lula
!",VALID,,17,5d,False,fa1bc9e83983066f,327,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-12T16:22:48.343,"{{'user_name': 'Igor Daniel', 'comment_text': 'Muito legal ver a deputada empenhada nessa causa. Sinal de que ela vai destinar emendas para resolver o problema, né deputada?'}, {'user_name': 'Eunice de Campos', 'comment_text': 'Igor Daniel\nlimpar a sujeira do ""seu"" político?'}, {'user_name': 'Igor Daniel', 'comment_text': 'Igor Daniel\nlimpar a sujeira do ""seu"" político?'}}",
"Como dizem os potiguares, a nossa Deputada
Natalia
é literalmente Federal!",VALID,,38,6d,False,e348902421b053db,361,{},0,Natalia Bonavides,profile: Natalia Bonavides,2026-02-11T16:23:16.993,"{{'user_name': 'Fátima Bezerra', 'comment_text': 'Nossa governadora \nFátima Bezerra\n  fez hoje a leitura da mensagem anual do Executivo, na Assembleia Legislativa. Além de apresentar um balanço das ações do seu governo nos últimos anos, a professora Fátima foi enfática. O Rio Grande do Norte está muito melhor e não tem mentira ou calúnia que apague o sentimento do povo potiguar. Simbora ocupar o Senado, gov!'}, {'user_name': 'Jose Alencar', 'comment_text': 'O melhor VOTO que já dei no RN!!!!!'}, {'user_name': 'Geronimo Oliveira', 'comment_text': 'Jose Alencar\npronto votou em ninguém não .'}, {'user_name': 'Jose Alencar', 'comment_text': 'Jose Alencar\npronto votou em ninguém não .'}}",
"CONVIDAMOS A TODOS PARA O PRIMEIRO ARRANCADÃO DE TRATOR!
Em parceria com a Comunidade de Nossa Senhora Aparecida, de Linha Tangerinas Venâncio Aires, temos a alegria de anunciar um evento inédito na região!
 O que te espera:
• Arrancadão de trator na pista de terra
• Haverá  Feira Comercial Agrícola junto ao evento.
• Muita adrenalina, força e emoção no ronco dos motores!
 Data: 08 de março de 2026
 Local: Linha Tangerinas – Venâncio Aires
Venha fazer parte deste dia especial, reunir a família e os amigos e acelerar com a gente!
O som dos tratores vai ecoar longe você não vai querer ficar de fora!
 Mais informações:
Contato direto com Cássio Hermes– (51) 9 9219-9541",VALID,https://www.facebook.com/nataliabonavides/posts/pfbid0FjxgaRtzkkSie2nKWevU4LsuUbXqaEKGH8HBRcvrzhiLWyvqcnByna857aYvwC2ol,9,1w,False,aeadd3f145b01256,1138,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:23:59.814,"{{'user_name': 'Clayton Luiz Ribeiro', 'comment_text': 'É isso aí, nobre e bela Deputada! Com todo o respeito.'}}",
"Isso sim é conteúdo de verdade, mostrando a nossa realidade no interior!!cada dia fico mais impressionado com tudo que você posta, parabéns!",VALID,,4,1w,False,18e4d79bc325de51,55,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:24:20.381,"{{'user_name': 'Joao Paulo Estavam', 'comment_text': 'Kkkkkkkkkkk'}}",
Lavoura muito bem fornada . Nota=se que houve excesso de nitrogênio. Muita brotação e manchas de pontos mortos nas folhas porque os fumos permanecem muito tempo na lavoura .não amadurecem no seu ciclo normal . Para resolver essa situação utilize o Grypho e reduza o excesso de coberturas. O Grypho ajuda a planta a aproveitar melhor o fertilizante. Dá lavouras mais equilibradas e produtivas. Mais peso nas folhas,VALID,https://www.facebook.com/nataliabonavides/posts/pfbid031VtkfmeHs6bzqGjP7TM4ezx4JSBjuEUMtvhY3v4b1YR1RMyKPP8AQZgsHwebyGNml,7,1w,False,8b4895990b9ce227,376,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:24:48.191,"{{'user_name': 'Gilberto Nascimento Nascimento', 'comment_text': 'Incompetência, má fé, desprezo pelos mais pobres etc....não deve haver desculpa aceitável para eles, pois o mínimo que poderia acontecer em momento tão grave, seria a presença física do poder público municipal através de um programa emergencial que possibilitasse, ao menos, esperança de resolução do problema em curto prazo para os atingidos, o q nos parece não ter existido.'}, {'user_name': 'Natália Bonavides', 'comment_text': 'Gilberto Nascimento Nascimento\nexatamente. E, no lugar de trabalhar, preferem atacar que denuncia o absurdo.'}, {'user_name': 'Gilberto Nascimento Nascimento', 'comment_text': 'Gilberto Nascimento Nascimento\nexatamente. E, no lugar de trabalhar, preferem atacar que denuncia o absurdo.'}}",
"Quem diversifica precisa do Grypho.pofe plantar qualquer cultura . Principalmente o maracujá. Batata, aipim, tomate. Outras verduras, tudo sem resíduos
Mesmo cebola e alho. Mas principalmente o Tabaco. Onde é imbatível como protetor contra doenças do solo e fator desequilíbrio das lavouras . Mais peso qualidade .",VALID,,60,1w,False,2fb936a758cf2d9b,186,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:25:15.917,"{{'user_name': 'Francisco Wilson', 'comment_text': 'O dinheiro do povo tá no bolso de safadão mais de um milhão daria p resolver o problema mas o povo quer festa tái o resultado'}}",
Só falta um gerador e um sistema de água pra incêndio,VALID,,93,1w,False,c539cc89be68f8f9,315,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:25:44.110,"{{'user_name': 'Tomás Pinheiro', 'comment_text': 'Na CBN de manha cedo todo dia tem fuxico do prefeito falando abobrinha la... so vendo.'}}",
A bicharada também faz parte da família.,VALID,https://www.facebook.com/nataliabonavides/posts/pfbid02T97mAvXKqM4Rc4X7s6Rn85fVsUnsqYrqPUegjSMKYtdKD1VbixhJ7RhEHxDyppPRl,16,1w,False,2b0e7b0f3c51c332,68,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:26:10.607,"{{'user_name': '#PT46anos', 'comment_text': 'Aquela selfie com o presidente que eu gosto \n #PT46anos'}, {'user_name': 'Ademir Melo', 'comment_text': 'Também apreendeu com ele da sumisso em dinheiro tem que gostar mesmo'}}",
"1 arroba de fumo tá valendo muito mais que 1 arroba de carne. Apartir do momento que ter uma safra sem problemas climáticos, não sei se algum produtor irá conseguir vender um BO1",VALID,https://www.facebook.com/nataliabonavides/posts/pfbid02zxsqxDJJD8PWoHZk3pAfNpDipFoMw9D45DrAJuEKEjHZt4hParZxBTy8EUcmUFT8l,35,1w,False,92cb6021196bdffb,112,{'#PT46anos'},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:26:38.544,"{{'user_name': '#PT46anos', 'comment_text': 'Com essa mulherada de luta aqui no aniversário do #PT46anos e na expectativa de recepcionar o presidente \nLula\n!'}, {'user_name': 'Pedoca Jr.', 'comment_text': 'NATÁLIA É senadora é isso mesmo? Vamos que vamos'}}",
Falta de respeito com o produtor principalmente a empresa Bat,VALID,,32,1w,False,b7a36c956f2d23fa,74,{},0,Fumicultores Brasil (Giovane Weber) ,profile: Fumicultores Brasil (Giovane Weber) ,2026-02-10T16:27:05.254,"{{'user_name': 'Neto Fernandes Neto', 'comment_text': 'Como dizem os potiguares, a nossa Deputada\nNatalia\né literalmente Federal!'}, {'user_name': 'Natalia', 'comment_text': 'Como dizem os potiguares, a nossa Deputada\nNatalia\né literalmente Federal!'}}",
