query,channel_username,channel_title,message_id,chat_id,user_id,date,text,validation_status,post_link,caption,views,forwards,reactions,reply_to_message,forward_from,entities,photo,video,document,post_author,edit_date,media_group_id
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22010,1646885539,-1001646885539,2026-02-04T20:31:24Z,"A Justiça dos Estados Unidos condenou nesta quarta-feira (4) à prisão perpétua o homem acusado de tentar assassinar Donald Trump em seu campo de golfe na Flórida em 2024, dois meses antes das eleições presidenciais vencidas pelo republicano.  **Saiba mais:** https://jovempan.com.br/noticias/mundo/homem-que-tentou-matar-trump-e-condenado-a-prisao-perpetua.html",FLAGGED,https://t.me/oficialjpnews/22010,,2090,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=69, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9631850>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9632B50>]",TRUE,FALSE,FALSE,,2026-02-04T20:31:56Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22011,1646885539,-1001646885539,2026-02-04T21:01:29Z,"Um incêndio de grandes proporções atingiu uma fábrica de tintas na tarde desta quarta-feira (4), em São Bernardo do Campo, na Grande São Paulo. O fogo, que começou por volta das 12h39 na Rua García Lorca, gerou uma densa cortina de fumaça visível de diversos pontos da região. De acordo com o Corpo de Bombeiros, nove viaturas e 27 homens da corporação foram mobilizados para combater as chamas. Até o momento, a ocorrência segue em andamento e não há informações sobre vítimas.  **Saiba mais:** https://www.instagram.com/p/DUWEwDsDcYi/",FLAGGED,https://t.me/oficialjpnews/22011,,2188,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=25, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=10, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE97FE290>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE97FECD0>]",TRUE,FALSE,FALSE,,2026-02-04T21:16:22Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22012,1646885539,-1001646885539,2026-02-04T21:29:44Z,"Uma mulher se trancou dentro do carro durante uma tentativa de assalto na Rua Clemência Leopoldino Silva, no Parque Moema, em Franca (SP), na última sexta-feira (30). O crime ocorreu em plena luz do dia, no momento em que a vítima chegava à garagem de casa.  **Saiba mais:** https://www.instagram.com/p/DUV6z-KArw_/",FLAGGED,https://t.me/oficialjpnews/22012,,2154,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=33, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🥰'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE97FF950>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE97FD8D0>]",TRUE,FALSE,FALSE,,2026-02-04T21:31:25Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22013,1646885539,-1001646885539,2026-02-04T22:02:42Z,"A ministra do Planejamento, Simone Tebet, defendeu que o ministro da Fazenda, Fernando Haddad, se coloque à disposição para ser candidato em outubro deste ano. Ela disse que não tem como ele “fugir dessa missão”, que “o quadro não fecha sem ele” e que “ele precisa ter essa consciência”.  **Saiba mais:** https://jovempan.com.br/noticias/politica/tebet-diz-que-haddad-nao-tem-como-fugir-das-eleicoes-quadro-nao-fecha-sem-ele.html",FLAGGED,https://t.me/oficialjpnews/22013,,2168,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=46, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=25, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=22, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=14, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=12, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👻'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE97FF050>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE97FED50>]",TRUE,FALSE,FALSE,,2026-02-04T22:03:10Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22014,1646885539,-1001646885539,2026-02-04T22:27:00Z,"O senador Renan Calheiros (MDB-AL), que também é presidente da Comissão de Assuntos Econômico (CAE), e o presidente do Banco Central, Gabriel Galípolo, estiveram juntos nesta quarta-feira (4) para uma reunião sobre o Banco Master. Após o encontro, o senador afirmou Galípolo vai fornecer todas as informações sobre o caso do Banco Master.   **Saiba mais:** https://jovempan.com.br/noticias/politica/renan-calheiros-e-galipolo-se-reunem-para-discutir-caso-master.html",FLAGGED,https://t.me/oficialjpnews/22014,,2213,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=52, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=22, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👀'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9690B50>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9693DD0>]",TRUE,FALSE,FALSE,,2026-02-04T22:28:11Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22015,1646885539,-1001646885539,2026-02-04T22:57:19Z,"Milhares de camarões de água doce morreram e se acumularam em uma prainha do Rio Tietê, em Igaraçu do Tietê, no interior de São Paulo. O fenômeno teve o pico no fim da tarde de segunda-feira, 2, mas ainda havia espécimes morrendo entre terça e esta quarta-feira, 4. A Companhia Ambiental do Estado de São Paulo (Cetesb) enviou equipe ao local e recolheu amostras da água e dos camarões para análise.  **Saiba mais:** https://jovempan.com.br/noticias/brasil/camaroes-mortos-no-rio-tiete-o-que-explica-o-fenomeno-no-interior-de-sp.html",FLAGGED,https://t.me/oficialjpnews/22015,,2292,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=34, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😭'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9693490>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9690890>]",TRUE,FALSE,FALSE,,2026-02-04T22:58:09Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22016,1646885539,-1001646885539,2026-02-04T23:42:00Z,"**O presidente Luiz Inácio Lula da Silva (PT) disse que, “pela primeira vez, os homens estão assumindo responsabilidade pela luta em defesa da mulher”.**  **Saiba mais: ****https://jovempan.com.br/noticias/politica/lula-lanca-pacto-contra-feminicidio-sem-acoes-praticas-mas-fala-em-combate-para-que-nao-haja-agressores.html**",FLAGGED,https://t.me/oficialjpnews/22016,,2338,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=64, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=35, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=13, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤪'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9691850>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE96926D0>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9691C50>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9693190>]",TRUE,FALSE,FALSE,,2026-02-04T23:42:42Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22017,1646885539,-1001646885539,2026-02-05T00:02:32Z,"**O desaparecimento dos irmãos Ágatha Isabelly, de 6 anos, e Allan Michael, de 4, completou um mês nesta quarta-feira (4). Eles sumiram em uma área de mata próxima à comunidade quilombola de São Sebastião dos Pretos, na zona rual de Bacabal, no interior no Maranhão, após saírem com o primo, Anderson Kauan, de 8 anos, para brincar.**  **Saiba mais: ****https://jovempan.com.br/noticias/brasil/saiba-como-andam-as-buscas-por-criancas-desaparecidas-ha-1-mes-no-maranhao.html**",FLAGGED,https://t.me/oficialjpnews/22017,,2342,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=36, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😢'), count=17, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😭'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🕊'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE968FD50>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE968D6D0>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE968E850>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE968E550>]",TRUE,FALSE,FALSE,,2026-02-05T00:04:05Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22018,1646885539,-1001646885539,2026-02-05T01:21:06Z,"**A defesa do ex-presidente Jair Bolsonaro solicitou mais uma vez pelo pedido de prisão domiciliar alegando piora em seu quadro de saúde. “Apresentou piora nos últimos dias, com o surgimento de episódios eméticos e crise de soluços acentuada”, declarou no requerimento publicado nesta quarta-feira (4).**  **Saiba mais: ****https://jovempan.com.br/noticias/politica/defesa-diz-que-bolsonaro-piorou-e-cobra-decisao-de-moraes-sobre-pedido-de-prisao-domiciliar.html**",FLAGGED,https://t.me/oficialjpnews/22018,,2313,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=69, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE968E150>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE968C710>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE968FC90>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE968E790>]",TRUE,FALSE,FALSE,,2026-02-05T01:24:23Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22019,1646885539,-1001646885539,2026-02-05T02:03:04Z,"**O Superior Tribunal de Justiça (STJ) deu um novo passo na análise da notícia-crime apresentada contra o governador do Distrito Federal, Ibaneis Rocha. A Corte solicitou que a Procuradoria-Geral da República (PGR) se manifeste oficialmente sobre as denúncias protocoladas por partidos de oposição.**  **Saiba mais: ****https://www.instagram.com/p/DUW4_4PE4mn/**",FLAGGED,https://t.me/oficialjpnews/22019,,2314,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=32, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE968E950>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE968CB90>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE968D290>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE968FD90>]",TRUE,FALSE,FALSE,,2026-02-05T05:55:11Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22020,1646885539,-1001646885539,2026-02-05T02:42:22Z,"**Olá, boa noite! 🌙**   **🩺 Defesa diz que Bolsonaro piorou e cobra decisão de Moraes sobre pedido de prisão domiciliar: ****https://tinyurl.com/ycxwweme**  **🇺🇲 Homem que tentou matar Trump é condenado à prisão perpétua: ****https://tinyurl.com/43xv4vwp**  **👮 Após mortes, EUA devem retirar 700 agentes do ICE de Minnesota: ****https://tinyurl.com/33yrph2k**  **🐕 Boné rosa, moletom e câmeras: como a polícia concluiu a investigação do caso Orelha: ****https://tinyurl.com/yu7rjctx**",FLAGGED,https://t.me/oficialjpnews/22020,,2242,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🙏'), count=23, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=12, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😇'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9602B90>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9603F90>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9600790>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE96030D0>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9600410>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9603510>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9602690>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9600E50>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9600450>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9603710>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE96004D0>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9603210>, <telethon.tl.types.MessageEntityBold object at 0x000001DAE9601F90>]",TRUE,FALSE,FALSE,,2026-02-05T05:28:33Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22021,1646885539,-1001646885539,2026-02-05T09:06:45Z,"O último tratado de não proliferação de armas nucleares entre Rússia e Estados Unidos expirou nesta quinta-feira (05), uma mudança importante no controle de armamentos desde a Guerra Fria. O acordo Novo START expirou à 0h00 GMT de 5 de fevereiro (21h da quarta-feira em Brasília), liberando formalmente Moscou e Washington de uma série de restrições sobre seus arsenais nucleares.  Rússia e Estados Unidos controlam conjuntamente mais de 80% das ogivas nucleares do mundo, mas os acordos de controle de armas têm perdido força. O Novo START, firmado pela primeira vez em 2010, limitava o arsenal nuclear de cada parte a 1.550 ogivas estratégicas implantadas, uma redução de quase 30% com relação ao limite anterior estabelecido em 2002.  📺 Confira na JP News e Panflix 👉 https://bit.ly/3SS2fab",FLAGGED,https://t.me/oficialjpnews/22021,,2252,3,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=17, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=10, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=6, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😱'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE96023D0>],TRUE,FALSE,FALSE,,2026-02-05T09:23:27Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22022,1646885539,-1001646885539,2026-02-05T09:59:34Z,"Um corpo decapitado e carbonizado encontrado em um sítio em Meaípe, em Guarapari, na terça-feira (03), foi identificado como sendo de Dante de Brito Michelini, de 76 anos. A identificação reacendeu a memória do caso Araceli Cabrera Crespo, um dos crimes mais emblemáticos da história recente do país.  Dante foi um dos principais acusados pela morte de Araceli, menina de 8 anos raptada, drogada, estuprada e assassinada em Vitória, em 1973. Em 1980, ele chegou a ser condenado, mas a sentença foi anulada pelo Tribunal de Justiça do Espírito Santo. Após nova análise do processo, os réus foram absolvidos por falta de provas, e o crime terminou sem responsabilizações.  📺 Confira na JP News e Panflix 👉 https://bit.ly/3SS2fab",FLAGGED,https://t.me/oficialjpnews/22022,,2256,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=44, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=9, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9600310>],TRUE,FALSE,FALSE,,2026-02-05T10:31:44Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22023,1646885539,-1001646885539,2026-02-05T10:58:14Z,"Os parlamentares solicitam informações sobre contas, investimentos, bens, direitos e valores mantidos em instituições financeiras pelo Banco Master.  **Saiba mais:** https://jovempan.com.br/noticias/politica/cpmi-do-inss-pode-votar-quebras-de-sigilo-bancario-e-fiscal-relacionados-ao-banco-master.html",FLAGGED,https://t.me/oficialjpnews/22023,,2292,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=46, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=16, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9719B90>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE971BB50>]",TRUE,FALSE,FALSE,,2026-02-05T10:58:38Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22024,1646885539,-1001646885539,2026-02-05T11:31:20Z,"O EI e os grupos associados estão crescendo na África Ocidental e na região do Sahel, ao mesmo tempo em que continuam executando ataques no Iraque e na Síria, afirmou Alexandre Zouev, funcionário do Escritório das Nações Unidas para o Combate ao Terrorismo, ao Conselho de Segurança.  **Saiba mais:** https://jovempan.com.br/noticias/mundo/onu-alerta-que-o-nivel-de-ameaca-do-estado-islamico-aumentou-no-mundo.html",FLAGGED,https://t.me/oficialjpnews/22024,,2395,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=23, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=18, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=3, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9719650>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE97199D0>]",TRUE,FALSE,FALSE,,2026-02-05T11:33:27Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22025,1646885539,-1001646885539,2026-02-05T12:14:03Z,"A reunião segue sem nova data definida, mas a expectativa é de que o encontro seja remarcado para depois do Carnaval.  **Saiba mais: **https://jovempan.com.br/noticias/politica/fachin-cancela-reuniao-do-stf-para-discutir-codigo-de-etica.html",FLAGGED,https://t.me/oficialjpnews/22025,,2418,0,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=50, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=32, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=12, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤬'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👀'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=1, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9826A90>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9826C10>]",TRUE,FALSE,FALSE,,2026-02-05T12:14:46Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22026,1646885539,-1001646885539,2026-02-05T13:00:17Z,"Cuba afirmou estar aberta ao diálogo com os Estados Unidos, mas deixou claro que não aceitará negociações sobre mudanças em seu regime político. A posição foi exposta pelo vice-chanceler Carlos Fernández de Cossío, ao definir limites para eventuais conversas com Washington. Segundo ele, houve troca de mensagens entre os governos, sem abertura formal de diálogo.  📺 Confira na JP News e Panflix 👉 https://bit.ly/3SS2fab",FLAGGED,https://t.me/oficialjpnews/22026,,2506,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤣'), count=55, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=8, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👎'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9825C50>],TRUE,FALSE,FALSE,,2026-02-05T13:04:39Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22027,1646885539,-1001646885539,2026-02-05T13:54:57Z,"Em publicação no X, o enviado acrescentou que, embora ainda exista um trabalho significativo a ser feito, iniciativas como essa demonstram que o engajamento diplomático sustentado “está entregando resultados tangíveis”.  **Saiba mais:** https://jovempan.com.br/noticias/mundo/enviado-dos-eua-anuncia-acordo-com-ucrania-e-russia-para-1a-troca-de-prisioneiros-em-5-meses.html",FLAGGED,https://t.me/oficialjpnews/22027,,2546,1,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🕊'), count=35, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤔'), count=9, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=2, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,"[<telethon.tl.types.MessageEntityBold object at 0x000001DAE9824A90>, <telethon.tl.types.MessageEntityUrl object at 0x000001DAE9824410>]",TRUE,FALSE,FALSE,,2026-02-05T13:55:55Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22028,1646885539,-1001646885539,2026-02-05T17:20:48Z,"O senador Alessandro Vieira (MDB-SE), relator da CPI do Crime Organizado, fez um requerimento para convocar Viviane Barci de Moraes, esposa do ministro Alexandre de Moraes, para prestar depoimento.  Saiba mais: https://jovempan.com.br/noticias/politica/vieira-quer-convocar-toffoli-e-mulher-de-moraes-para-a-cpi-do-crime-organizado.html",FLAGGED,https://t.me/oficialjpnews/22028,,2381,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👏'), count=45, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=37, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=16, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🥱'), count=7, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🏆'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👀'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9652150>],TRUE,FALSE,FALSE,,2026-02-05T17:23:42Z,
canal:oficialjpnews,oficialjpnews,Jovem Pan News,22029,1646885539,-1001646885539,2026-02-05T17:46:52Z,"O presidente Lula (PT) confirmou que viajará a Washington na primeira semana de março para se encontrar com o presidente dos EUA, Donald Trump. A data foi anunciada em entrevista ao UOL nesta quinta-feira (5).  O republicano havia convidado o petista durante uma ligação telefônica ocorrida no final de janeiro.  Saiba mais: https://jovempan.com.br/noticias/politica/lula-diz-que-se-encontrara-com-trump-em-marco-nos-eua.html",FLAGGED,https://t.me/oficialjpnews/22029,,2286,2,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤮'), count=42, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🔥'), count=14, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😁'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='💩'), count=11, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🖕'), count=5, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤡'), count=4, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='🤪'), count=3, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='😈'), count=2, chosen_order=None), ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None)], min=False, can_see_list=False, reactions_as_tags=False, recent_reactions=[], top_reactors=[])",,,[<telethon.tl.types.MessageEntityUrl object at 0x000001DAE9651810>],TRUE,FALSE,FALSE,,2026-02-05T17:48:25Z,
